molecule_chembl_id,parent_molecule_chembl_id,canonical_smiles,pref_name,pchembl_median,pchembl_n,pchembl_min,pchembl_max,standard_types,assay_types,bao_labels,evidence_level,assay_confidence_scores,assay_relationship_types,document_years,max_phase
CHEMBL2177638,CHEMBL2177638,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NC3CCCCC3)nc2)nn1,,6.47,1,6.47,6.47,IC50,B,assay format,other,9,D,2012,
CHEMBL2177639,CHEMBL2177639,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(NCc3ccccc3)nc2)nn1,,6.31,1,6.31,6.31,IC50,B,assay format,other,9,D,2012,
CHEMBL2177641,CHEMBL2177641,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3ncnn3c2)nn1,,6.69,1,6.69,6.69,IC50,B,assay format,other,9,D,2012,
CHEMBL2177642,CHEMBL2177642,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ccc3c2)nn1,,8.91,1,8.91,8.91,IC50,B,assay format,other,9,D,2012,
CHEMBL2177643,CHEMBL2177643,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2ccc3[nH]ccc3c2)nn1,,6.48,1,6.48,6.48,IC50,B,assay format,other,9,D,2012,
CHEMBL2177644,CHEMBL2177644,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2ccc3[nH]ncc3c2)nn1,,6.6,1,6.6,6.6,IC50,B,assay format,other,9,D,2012,
CHEMBL2177645,CHEMBL2177645,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,8.95,1,8.95,8.95,IC50,B,assay format,other,9,D,2012,
CHEMBL2177646,CHEMBL2177646,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]nc(C)c3c2)nn1,,8.66,1,8.66,8.66,IC50,B,assay format,other,9,D,2012,
CHEMBL2177647,CHEMBL2177647,Cc1ccc(C(=O)Nc2ccc(CN3CCCC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,7.5,1,7.5,7.5,IC50,B,assay format,other,9,D,2012,
CHEMBL2177648,CHEMBL2177648,Cc1ccc(C(=O)Nc2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1,,8.29,1,8.29,8.29,IC50,B,assay format,other,9,D,2012,
